,polarity,subjectivity,length
9295,1.0,1.0,76
9296,1.0,1.5,62
9297,1.5333333333333332,1.5333333333333332,45
9298,1.1,1.45,70
9299,1.0,1.0,49
9300,1.13,1.47,65
9301,1.0,1.0,20
9302,1.85,2.0,80
9303,0.7916666666666666,1.6055555555555556,121
9304,0.8,1.05,64
9305,1.5,2.0,25
9306,0.8,1.4,66
9307,0.4,1.95,66
9308,1.0407142857142857,1.3578571428571429,103
9309,1.0,1.0,90
9310,0.95,1.075,86
9311,1.5,1.6,76
9312,1.0,1.0,69
9313,1.0,1.0,70
9314,1.1666666666666667,1.1666666666666667,54
9315,0.85,1.05,29
9316,1.0,1.0,63
9317,1.1791666666666667,1.2208333333333332,62
9318,1.0,2.0,46
9319,1.0,1.0,31
9320,1.0,1.0,76
9321,0.8,1.0,73
9322,0.33333333333333337,2.0,88
9323,0.9333333333333333,1.4333333333333333,60
9324,0.6,1.6,48
9325,1.3166666666666667,1.4333333333333333,81
9326,1.2,1.3,68
9327,0.8444444444444444,1.288888888888889,64
9328,1.0,1.0,61
9329,1.5,1.5,70
9330,1.0,1.0,30
9331,1.3,2.0,73
9332,1.2416666666666667,1.675,105
9333,1.0,1.0,50
9334,1.0,1.0,46
9335,1.0,1.0,39
9336,1.0,1.1,69
9337,0.9,1.2,33
9338,1.0,1.0,60
9339,1.0,1.375,99
9340,0.8125,1.3958333333333333,84
9341,1.4333333333333333,1.8333333333333335,57
9342,2.0,2.0,69
9343,1.1681818181818182,1.4272727272727272,78
9344,1.0,1.0,76
9345,1.0,1.0,67
9346,1.0,1.0,65
9347,1.05,1.75,50
9348,1.1166666666666667,1.7166666666666668,67
9349,1.0,2.0,49
9350,0.625,1.5333333333333332,59
9351,1.0,1.0,44
9352,1.5,1.5,69
9353,1.5,1.25,51
9354,0.9285714285714286,1.2142857142857142,64
9355,1.2121212121212122,1.4372294372294372,78
9356,1.0,1.0,59
9357,1.0,1.0,95
9358,1.0,1.0,64
9359,1.4000000000000001,1.9,45
9360,0.6416666666666666,1.425,66
9361,1.0,1.5,76
9362,1.0666666666666667,1.258974358974359,73
9363,1.4,1.4,40
9364,1.0,1.0,87
9365,1.0,1.0,58
9366,1.0,1.0,67
9367,1.0,1.0,65
9368,1.0,1.0,75
9369,1.1166666666666667,2.0,46
9370,0.0,2.0,52
9371,0.6833333333333333,1.3,31
9372,1.4333333333333333,1.7333333333333334,58
9373,1.2431818181818182,1.5022727272727274,73
9374,1.0,1.0,69
9375,1.0,1.0,82
9376,0.95,1.2,75
9377,0.0,2.0,85
9378,1.0,1.0,79
9379,1.0,1.0,76
9380,1.0,1.0,56
9381,0.85,1.5625,69
9382,0.4,1.7,78
9383,1.1363636363636362,1.4545454545454546,63
9384,0.95,1.9166666666666667,43
9385,0.875,1.375,61
9386,1.1363636363636362,1.4545454545454546,40
9387,1.3,1.8,53
9388,1.0,1.0,55
9389,1.5,2.0,52
9390,1.0,1.0,48
9391,0.65,1.9,67
9392,0.9,1.5,50
9393,0.8444444444444444,1.288888888888889,52
9394,1.0833333333333333,1.8333333333333333,48
9395,1.25,2.0,46
9396,1.0,1.0,77
9397,1.0,1.0,41
9398,1.0,2.0,70
9399,1.0,1.75,56
9400,1.0,1.0,49
9401,1.0,1.0,44
9402,0.8,1.4,63
9403,1.0,1.0,21
9404,0.7,1.45,72
9405,1.0,1.0769230769230769,91
9406,1.0,1.0,50
9407,1.125,1.1875,76
9408,1.0,1.0,44
9409,0.6,1.8,72
9410,0.6,1.4,56
9411,1.1363636363636362,1.4545454545454546,52
9412,1.0,1.5,75
9413,0.5,1.525,51
9414,1.0,1.0,61
9415,1.0,1.0,74
9416,1.375,1.875,78
9417,1.2,1.1,50
9418,0.6666666666666667,1.6666666666666665,48
9419,1.0,1.0,63
9420,1.1363636363636362,1.4545454545454546,64
9421,0.8,1.4,73
9422,2.0,2.0,78
9423,1.0,1.0,83
9424,1.3333333333333333,2.0,74
9425,1.0,1.0,71
9426,0.6,1.6,64
9427,1.0,1.0,48
9428,1.0,1.0,73
9429,1.0,1.0,42
9430,1.0,1.0,32
9431,0.9,1.2,58
9432,1.0,1.0,98
9433,1.1,1.3833333333333333,89
9434,1.0,1.5,76
9435,1.0,1.0,47
9436,0.9481481481481482,1.1296296296296298,60
9437,1.0,1.15,50
9438,1.0,1.0,33
9439,1.0,1.0,107
9440,1.0,1.0,39
9441,1.1363636363636362,1.4545454545454546,53
9442,1.0,1.0,36
9443,1.1931818181818181,1.393939393939394,54
9444,0.8481481481481481,1.162962962962963,53
9445,1.5,1.5,64
9446,1.1666666666666667,1.3333333333333333,64
9447,1.1071428571428572,1.2642857142857142,73
9448,1.1,1.4,55
9449,1.2857142857142856,1.5357142857142856,70
9450,1.0,1.0,63
9451,0.5,1.5,93
9452,1.0,1.0,40
9453,2.0,1.3,54
9454,1.0681818181818181,1.3,68
9455,1.6,1.9,90
9456,1.0,1.0,56
9457,1.0,1.0,75
9458,1.0,1.0,76
9459,1.0,1.0,41
9460,1.0,1.0,65
9461,1.0625,1.6875,32
9462,0.8,1.95,115
9463,0.42222222222222217,1.6444444444444444,75
9464,1.0,1.1666666666666667,86
9465,1.2,1.6,56
9466,1.25,1.5,39
9467,1.0,1.0,42
9468,0.9,1.0833333333333333,48
9469,1.0,1.0,28
9470,1.2431818181818182,1.5022727272727274,92
9471,1.0,1.0,74
9472,1.0,1.125,68
9473,0.975,1.3375,72
9474,1.0,1.0,67
9475,1.0,1.0,71
9476,1.5,1.5,42
9477,1.0,1.0,56
9478,1.0,1.1,63
9479,1.0,1.0,64
9480,0.5,1.875,74
9481,1.0,1.0,66
9482,1.0,1.0,40
9483,1.0,1.0,20
9484,0.8,1.0,64
9485,1.0,1.0,41
9486,1.0,1.0666666666666667,97
9487,1.4,1.8,27
9488,1.2,1.2,74
9489,1.6,1.9,77
9490,0.6666666666666667,1.6666666666666665,50
9491,0.8,1.2,57
9492,1.0,1.0,57
9493,1.3333333333333333,1.5555555555555554,105
9494,1.425,1.625,69
9495,1.075,1.25,63
9496,1.2333333333333334,1.4,58
9497,1.0,1.0,71
9498,1.5,1.15,63
9499,1.0,1.0,82
9500,0.9,2.0,46
9501,1.5,2.0,67
9502,1.0,1.0,55
9503,1.0,1.0,85
9504,1.0,1.0,70
9505,0.75,1.25,81
9506,1.5,1.5,46
9507,1.075,1.325,97
9508,1.0,1.0,60
9509,0.25,2.0,72
9510,1.2,1.25,118
9511,0.95,1.4,22
9512,1.1,1.4,60
9513,1.0,1.0,82
9514,0.5,1.75,87
9515,1.0,1.0,38
9516,1.0,1.0666666666666667,42
9517,1.3222222222222222,1.5944444444444446,93
9518,1.0,1.0,53
9519,0.9,1.1,86
9520,1.0,1.0,63
9521,1.0,1.0,71
9522,1.25,1.25,78
9523,1.3,1.35,76
9524,0.8,1.8,63
9525,1.0,1.0,41
9526,0.4,1.9,52
9527,0.6875,1.6875,55
9528,1.3333333333333333,1.5,59
9529,1.0,1.0,46
9530,1.0,1.0,30
9531,0.7916666666666666,1.425,56
9532,1.3416666666666668,1.9166666666666667,83
9533,1.2,1.2,53
9534,1.0,1.0,60
9535,1.3571428571428572,1.5714285714285714,67
9536,1.0,1.0,20
9537,1.0,1.0,53
9538,1.2,1.1,67
9539,1.3,1.1,69
9540,0.6,1.7,60
9541,0.9121212121212121,1.3737373737373737,51
9542,0.7736111111111111,1.4159722222222222,67
9543,1.0,2.0,81
9544,1.3666666666666667,1.846296296296296,61
9545,1.0,1.0,69
9546,0.875,1.2,80
9547,1.25,1.3333333333333333,57
9548,1.0,1.0666666666666667,69
9549,1.0,1.0,92
9550,1.0,1.0,91
9551,1.0,1.0,68
9552,1.0,1.0,36
9553,1.0,1.0,53
9554,1.25,1.3333333333333333,74
9555,1.0,1.0666666666666667,41
9556,0.75,1.7,56
9557,1.1363636363636362,1.4545454545454546,67
9558,0.9166666666666666,1.7166666666666668,73
9559,1.1041666666666667,1.45,101
9560,0.8340909090909091,1.3386363636363636,83
9561,1.6,2.0,43
9562,1.0,1.0,25
9563,1.0,1.0,30
9564,1.0,1.0,88
9565,1.0,1.9,68
9566,1.3333333333333333,2.0,91
9567,1.0,1.0,52
9568,1.0,1.0,44
9569,1.2555555555555555,1.4444444444444444,48
9570,0.8333333333333334,1.4333333333333333,69
9571,1.0,1.0,30
9572,0.9583333333333334,1.7916666666666667,57
9573,1.0,1.0,68
9574,1.0,1.0,71
9575,1.05,1.9,48
9576,1.05,1.8,83
9577,1.5,1.6,70
9578,1.1,1.5625,88
9579,1.1363636363636362,1.4545454545454546,43
9580,1.1363636363636362,1.4545454545454546,49
9581,1.0,1.0,85
9582,0.6,1.9,69
9583,1.4666666666666668,1.9166666666666667,42
9584,1.0,1.0,67
9585,1.0,1.0,47
9586,1.0,1.0,86
9587,1.0,1.0,58
9588,1.1,1.3,59
9589,1.0,1.05,62
9590,1.0,1.1,51
9591,1.0,1.0,83
9592,1.0,1.0,56
9593,1.0,1.475,39
9594,1.0,1.0,55
9595,1.8,1.2,43
9596,1.1444444444444444,1.4111111111111112,74
9597,0.9181818181818182,1.4272727272727272,86
9598,1.3333333333333333,1.4166666666666665,61
9599,1.0,1.0,83
9600,1.0,1.1111111111111112,53
9601,0.19999999999999996,1.9,63
9602,0.75,1.4333333333333333,62
9603,0.625,1.625,31
9604,1.0,1.0,63
9605,1.0,1.0,73
9606,1.0223214285714286,1.6294642857142856,85
9607,1.0,1.0,77
9608,1.1,2.0,64
9609,1.0,1.0,68
9610,1.0,1.0,41
9611,0.8611111111111112,1.6777777777777776,58
9612,1.3,1.75,128
9613,1.25,1.3333333333333333,53
9614,1.0,1.0,55
9615,1.8,1.75,65
9616,1.0,1.0,42
9617,1.0,1.0,22
9618,1.0,1.0,46
9619,1.0,1.0,66
9620,1.0,1.0666666666666667,73
9621,0.0,2.0,52
9622,1.0,1.0,41
9623,0.9111111111111111,1.0888888888888888,70
9624,1.0,1.0,62
9625,1.0454545454545454,1.1848484848484848,70
9626,1.1363636363636362,1.4545454545454546,69
9627,1.0,1.0,66
9628,0.95,1.75,47
9629,1.375,1.35,49
9630,1.0,1.0,68
9631,1.1363636363636362,1.5,16
9632,1.4,1.6,68
9633,0.19999999999999996,1.9,34
9634,1.0,1.0,64
9635,1.0,1.0,47
9636,0.75,1.5,83
9637,1.0,1.0,20
9638,0.925,1.05,74
9639,1.0,1.0,60
9640,1.0,1.0,32
9641,1.0,1.0,53
9642,1.0,1.0,68
9643,0.4,1.9,37
9644,1.0,1.0,48
9645,1.0666666666666667,1.6999999999999997,95
9646,1.0,1.0,46
9647,1.0,1.0,52
9648,0.30000000000000016,1.6666666666666665,55
9649,1.45,1.85,75
9650,1.0,1.0,14
9651,0.5681818181818181,1.7272727272727273,69
9652,1.0666666666666667,1.4777777777777779,78
9653,1.0,1.0,85
9654,1.0,1.0,56
9655,1.0,1.0,86
9656,1.0,1.0,43
9657,1.0,1.0,52
9658,1.0,1.0,48
9659,1.0,1.0,72
9660,0.9,1.35,58
9661,0.5,1.3,93
9662,1.2076028138528139,1.6079816017316018,82
9663,1.0,1.0,30
9664,1.0,1.1,76
9665,0.85,1.5,63
9666,1.0,1.0,49
9667,1.5,1.6,35
9668,1.25,2.0,29
9669,1.25,1.25,68
9670,1.4166666666666667,1.5833333333333335,73
9671,0.8,1.2,56
9672,1.0,1.0,56
9673,1.0,1.0,91
9674,1.0,1.0,43
9675,1.5,2.0,81
9676,0.9642857142857143,1.1404761904761904,83
9677,1.0,1.0,109
9678,1.0,1.0,105
9679,1.0,1.0,56
9680,0.8583333333333333,1.65,90
9681,1.0,1.0,76
9682,1.0,1.0,74
9683,1.0,1.0,62
9684,1.0,1.0,57
9685,1.075,1.1916666666666667,77
9686,1.0,1.0,35
9687,0.7083333333333333,1.5416666666666665,38
9688,1.0,1.0,84
9689,0.5,1.3,80
9690,1.0,1.0,30
9691,1.0,1.0,49
9692,1.0,1.0,93
9693,1.0,1.5384615384615383,71
9694,1.0,1.1,34
9695,1.275,1.475,90
9696,1.0,1.0,65
9697,1.1875,1.4166666666666665,59
9698,1.0,1.0,50
9699,1.0,1.125,93
9700,1.1363636363636362,1.4545454545454546,78
9701,1.0,1.3571428571428572,55
9702,1.1,1.5,54
9703,1.0,1.0,78
9704,0.7,1.55,35
9705,1.0,1.75,75
9706,1.0,1.0,109
9707,1.5,1.5,76
9708,1.15,1.65,50
9709,1.0,1.0,88
9710,1.6333333333333333,1.7916666666666667,59
9711,1.0,1.0,69
9712,1.0,1.0,65
9713,0.8,1.0,48
9714,1.3431818181818183,1.7022727272727272,41
9715,0.30000000000000004,1.8,67
9716,1.225,1.4666666666666668,71
9717,1.5,1.5,90
9718,1.0,1.0,96
9719,1.0,1.0,62
9720,1.0,1.0,13
9721,0.8444444444444444,1.288888888888889,44
9722,1.0,1.0,62
9723,0.4,1.9,45
9724,1.25,1.3,91
9725,0.8777777777777778,1.288888888888889,124
9726,1.35,1.55,67
9727,1.5,1.5,77
9728,1.0,1.0,22
9729,0.85,1.4,103
9730,1.0833333333333333,1.3611111111111112,109
9731,1.0,1.0,80
9732,1.0,1.0,31
9733,1.0,1.0,84
9734,0.8,1.8,62
9735,1.4,2.0,90
9736,1.5,1.5,63
9737,1.3,1.55,53
9738,1.0,1.0,53
9739,1.0,1.0,70
9740,0.6,1.6,79
9741,0.9166666666666666,1.2166666666666668,65
9742,1.0,1.0,54
9743,1.375,1.4666666666666668,64
9744,1.0681818181818181,1.2772727272727273,50
9745,1.0,1.0,73
9746,1.0,1.625,94
9747,0.85,1.3333333333333333,115
9748,0.9,1.4,109
9749,1.0,1.5,61
9750,1.8,1.9,67
9751,1.0,1.25,61
9752,1.0,1.0,29
9753,1.0,1.0,41
9754,1.0,1.25,79
9755,1.0333333333333334,1.3611111111111112,109
9756,1.0,1.0,51
9757,1.15,1.5,88
9758,1.0,1.3571428571428572,48
9759,1.0,1.0,89
9760,0.84375,1.3604166666666666,106
9761,1.0,1.0,57
9762,1.25,1.5,77
9763,1.1363636363636362,1.4545454545454546,58
9764,0.7,1.5,39
9765,0.75,1.1833333333333333,73
9766,1.2,1.35,112
9767,1.0,1.0,88
9768,0.9666666666666667,1.3,62
9769,1.0,1.0,80
9770,1.4,1.1,75
9771,1.0,1.0,49
9772,1.0,1.0,57
9773,1.0,1.0,64
9774,1.0,1.0,54
9775,0.9000000000000001,1.5833333333333333,57
9776,0.8,1.4,64
9777,1.65,2.0,83
9778,0.75,1.2,50
9779,1.3333333333333333,1.5,68
9780,1.0,1.0,52
9781,1.5,1.95,68
9782,1.0,1.0,69
9783,0.85,1.5333333333333332,82
9784,0.9,1.1,63
9785,0.9875,1.0,83
9786,1.1,1.3,32
9787,1.0,1.0,62
9788,0.5,2.0,64
9789,1.0,1.0,69
9790,0.30000000000000016,1.6666666666666665,89
9791,1.08,1.77,89
9792,1.0,1.0,80
9793,1.0,1.0,34
9794,1.0,1.3,76
9795,0.8,1.4,70
9796,1.25,2.0,40
9797,1.0,1.0,35
9798,1.0,1.0,59
9799,1.0,1.0,62
9800,1.125,1.4166666666666665,46
9801,1.0,1.125,49
9802,1.0,1.0,48
9803,1.1875,1.4083333333333332,58
9804,1.3333333333333333,1.5,45
9805,1.0,1.0,48
9806,0.19999999999999996,2.0,39
9807,0.9625,1.575,120
9808,1.2,1.1,76
9809,1.1181818181818182,1.4272727272727272,67
9810,1.0,1.0,57
9811,1.0,1.0,25
9812,1.0,1.0,43
9813,1.0,1.0,61
9814,1.0,1.0,56
9815,1.0,1.0,71
9816,1.1666666666666667,1.3333333333333333,34
9817,1.0,1.0,39
9818,1.16,1.54,57
9819,1.05,1.05,55
9820,1.0,2.0,116
9821,1.0,1.0,42
9822,1.0,1.1833333333333333,60
9823,1.0,1.0,55
9824,1.0125,1.65,55
9825,1.0,1.0,69
9826,1.0,1.0,87
9827,0.8181818181818181,1.4772727272727273,68
9828,1.0,1.0,67
9829,1.8,2.0,14
9830,1.1177489177489177,1.4447186147186146,86
9831,1.0,1.0,25
9832,1.4,2.0,45
9833,1.2,1.5,44
9834,1.125,1.5,76
9835,1.0,1.0,50
9836,1.0,1.0,48
9837,1.0,1.0,36
9838,1.0,1.0,77
9839,1.2642857142857142,1.5071428571428571,59
9840,1.0,1.0,37
9841,1.4166666666666667,1.5833333333333335,72
9842,1.0,1.0,67
9843,1.0,1.0,53
9844,1.0,1.0,53
9845,0.55,1.55,74
9846,1.0,1.5,72
9847,1.0,1.0,96
9848,1.0,1.0,70
9849,1.1363636363636362,1.4545454545454546,60
9850,1.0,1.0,35
9851,0.7666666666666666,1.2333333333333334,88
9852,1.0,1.0,84
9853,0.8,1.0,40
9854,1.0,1.0,58
9855,1.0,1.0,71
9856,0.5,1.5,78
9857,0.9,1.0708333333333333,90
9858,1.0,1.0,81
9859,1.5,2.0,70
9860,1.325,1.4333333333333333,67
9861,0.9,1.4,104
9862,1.25,2.0,66
9863,1.0,1.05,57
9864,1.0,1.0,47
9865,1.6,1.9,54
9866,1.2888888888888888,1.3111111111111111,52
9867,1.1041666666666667,1.3333333333333333,74
9868,1.1681818181818182,1.3272727272727272,65
9869,1.1363636363636362,1.4545454545454546,57
9870,1.0,1.0,35
9871,0.8841269841269841,1.519047619047619,64
9872,1.2083333333333333,1.7916666666666667,92
9873,0.9,1.2,64
9874,0.6,1.4,76
9875,1.1363636363636362,1.4545454545454546,39
9876,1.0,1.0,43
9877,1.2,1.35,85
9878,1.0,2.0,77
9879,1.0,1.0,38
9880,1.0,1.0,48
9881,1.0,1.25,87
9882,1.0,1.0,65
9883,0.9722222222222222,1.3444444444444446,56
9884,1.5,2.0,80
9885,1.0,1.0,60
9886,2.0,2.0,43
9887,1.0,1.0,91
9888,1.15,1.6,79
9889,0.875,1.2,64
9890,0.9,1.3,63
9891,1.0,1.0,45
9892,1.35,1.5,70
9893,1.1583333333333332,1.3416666666666668,59
9894,1.35,1.55,70
9895,0.875,1.375,65
9896,0.8,1.0,59
9897,1.0,1.0,40
9898,0.7678571428571428,1.8535714285714286,64
9899,1.0,1.0,40
9900,1.0,1.0,47
9901,1.1,1.3,65
9902,1.0,1.0,52
9903,0.8777777777777778,1.1972222222222222,71
9904,0.8,1.05,46
9905,0.4,2.0,79
9906,1.0,1.0,33
9907,0.7750000000000001,1.8333333333333333,96
9908,1.0,1.0666666666666667,38
9909,1.5,2.0,86
9910,1.0,1.0,61
9911,1.0,1.0,75
9912,1.134090909090909,1.5386363636363636,110
9913,1.1363636363636362,1.4545454545454546,39
9914,1.0,1.0,75
9915,1.375,1.8416666666666668,71
9916,1.0,1.4,67
9917,0.9,1.7083333333333335,50
9918,1.3232323232323233,1.4848484848484849,106
9919,1.0,1.65,62
9920,1.0,1.0,58
9921,1.0,1.0,43
9922,0.75,1.5,79
9923,1.0,1.0,89
9924,1.0,1.0,51
9925,1.0,1.0,21
9926,1.1,1.8,65
9927,1.0,1.3,67
9928,1.0,1.0,64
9929,1.0,1.0,95
9930,1.0,1.1,44
9931,1.0,1.0,47
9932,1.1931818181818181,1.6522727272727273,52
9933,1.25,1.5,54
9934,1.0,1.0,98
9935,0.4999999999999999,1.8666666666666667,62
9936,1.0,1.0,61
9937,1.0,1.0,61
9938,1.0,1.0,70
9939,1.0,1.0,64
9940,1.3,1.5,92
9941,1.0,1.0,51
9942,1.0,1.0,65
9943,1.1363636363636362,1.4545454545454546,12
9944,1.03125,1.25,70
9945,1.425,1.7694444444444444,53
9946,1.0,1.0,47
9947,1.1363636363636362,1.4545454545454546,52
9948,0.8333333333333334,1.0666666666666667,73
9949,1.225,1.4416666666666667,61
9950,0.9916666666666667,1.15,32
9951,1.0,1.0,37
9952,1.05,1.05,58
9953,1.4,1.8,47
9954,1.3181818181818181,1.7272727272727273,91
9955,1.0,1.5,53
9956,1.0,1.0,57
9957,0.4,1.8,137
9958,0.6666666666666667,1.6666666666666665,62
9959,1.0,1.5,39
9960,0.8152777777777778,1.3888888888888888,73
9961,0.9,1.2,59
9962,1.2,1.4,48
9963,1.0,1.0,45
9964,1.0,1.0,51
9965,1.0,1.0,65
9966,1.0,1.3333333333333333,48
9967,0.625,1.625,64
9968,0.577777777777778,1.4222222222222223,80
9969,1.4,1.8,60
9970,1.0,1.0,48
9971,1.1,1.5,51
9972,1.0,1.0,36
9973,1.15,1.45,64
9974,1.5,1.6,46
9975,1.0,1.0,43
9976,0.875,1.375,48
9977,1.25,1.25,52
9978,1.2,1.2,88
9979,1.3,1.1,77
9980,1.2181818181818183,1.2272727272727273,38
9981,1.0,1.0,42
9982,0.7,1.6666666666666665,89
9983,1.0,1.0,45
9984,1.0,1.0,50
9985,0.9,1.15,49
9986,1.1363636363636362,1.4545454545454546,87
9987,1.0,1.0,21
9988,1.0,1.0,68
9989,1.0,1.0,100
9990,1.25,1.25,40
9991,1.7,1.9,64
9992,1.209090909090909,1.4886363636363638,68
9993,1.0,1.0,26
9994,1.025,1.35,58
9995,0.9,1.1,45
9996,0.95,1.05,91
9997,1.0,1.0,56
9998,1.0,1.0,75
9999,1.0,1.0,41
10000,1.2,1.3,69
10001,0.9666666666666667,1.275,46
10002,1.3875,1.775,80
10003,1.0,1.0,72
10004,0.5,2.0,77
10005,1.0,1.0,73
10006,1.0,1.0,50
10007,1.1363636363636362,1.4545454545454546,63
10008,1.1,1.1,86
10009,1.0,1.0,49
10010,1.3181818181818181,1.643939393939394,79
10011,0.8,1.6625,125
10012,1.2172727272727273,1.3009090909090908,78
10013,1.0,1.0,101
10014,1.0,1.05,95
10015,1.0,1.0,101
10016,1.1787878787878787,1.3515151515151516,66
10017,1.0,1.0,83
10018,1.0,1.0,68
10019,0.5,1.3,75
10020,1.35,1.55,61
10021,1.0,1.1,43
10022,1.0,1.0,20
10023,1.25,1.35,75
10024,1.5,1.5,37
10025,1.1,1.3833333333333333,53
10026,1.0,1.0,43
10027,1.0,1.0,61
10028,1.0,1.0,92
10029,1.0,1.0,56
10030,1.0,1.0,53
10031,1.0,1.0,53
10032,1.0,1.0,65
10033,1.1363636363636362,1.4545454545454546,50
10034,1.0,1.0,53
10035,1.0,1.0,73
10036,0.95,1.4,61
10037,0.8,1.4,74
10038,1.0,1.0,73
10039,1.0,1.0,66
10040,1.2,1.3,103
10041,0.5,2.0,79
10042,1.0,1.0,53
10043,1.0,1.9,73
10044,1.3916666666666666,1.5833333333333335,43
10045,1.0,1.0,70
10046,1.4,1.8,42
10047,1.0,1.1,86
10048,1.5,1.6,64
10049,0.8,1.4,66
10050,1.35,1.65,78
10051,0.9583333333333334,1.9166666666666665,39
10052,1.0,1.0,42
10053,0.9,1.2,104
10054,0.75,1.75,47
10055,0.25,1.75,40
10056,0.75,1.55,79
10057,1.0,1.4,62
10058,1.0,1.0,35
10059,1.3,1.75,56
10060,1.0,1.0,60
10061,1.0,1.0,80
10062,0.6,1.6,81
10063,1.0,1.625,51
10064,1.0,1.0,74
10065,1.2166666666666666,1.4166666666666665,72
10066,1.0,1.0,65
10067,0.7,1.2,65
10068,1.0,1.0,37
10069,1.1,1.15,73
10070,0.95,1.0,65
10071,0.95,1.15,58
10072,1.0,1.0,56
10073,0.75,1.2214285714285713,35
10074,1.0,1.0,64
10075,1.0,1.0,68
10076,1.0,1.0,89
10077,1.2121212121212122,1.2515151515151515,75
10078,0.8681818181818182,1.5772727272727272,70
10079,1.1833333333333333,1.6,67
10080,1.0,1.0,73
10081,1.1388888888888888,1.5555555555555554,69
10082,1.3,2.0,69
10083,1.0,1.0,95
10084,1.0,1.3333333333333333,71
10085,1.0,1.0,31
10086,1.075,1.4,89
10087,1.0,1.0,32
10088,0.7333333333333334,1.7916666666666665,99
10089,1.275,1.225,45
10090,1.2,1.2,37
10091,0.55,1.5583333333333333,91
10092,1.55,1.7,62
10093,1.084090909090909,1.5136363636363637,99
10094,1.0,1.0,38
10095,1.0,1.25,67
10096,1.0,1.1,66
10097,1.1,1.3,65
10098,1.0,1.0,53
10099,1.0,1.0,60
10100,1.1,1.5666666666666667,63
10101,1.0,1.0,73
10102,0.30000000000000004,2.0,58
10103,1.0,1.0,31
10104,1.325,1.5666666666666667,60
10105,1.0,1.0,74
10106,1.1181818181818182,1.4272727272727272,68
10107,1.0,1.0,82
10108,1.0,1.0,52
10109,0.5,1.7,84
10110,0.8125,1.5,83
10111,1.0681818181818181,1.25,89
10112,1.0,1.0,27
10113,1.0,1.0,42
10114,1.0,1.0,64
10115,1.0,1.0,56
10116,0.6666666666666667,1.1333333333333333,92
10117,0.9,1.1,76
10118,1.2,1.5,107
10119,1.1363636363636362,1.4545454545454546,100
10120,1.0,1.0,18
10121,1.0,1.0,103
10122,1.35,1.65,38
10123,1.7,1.85,47
10124,1.05,1.45,59
10125,0.775,1.75,70
10126,1.0,1.0,34
10127,1.0,1.0,60
10128,1.0,1.0,76
10129,1.0,1.0,85
10130,1.0,1.0,78
10131,1.0,1.0,71
10132,0.09999999999999998,2.0,63
10133,1.0,1.0,39
10134,1.0,1.0,33
10135,1.1,1.1,106
10136,1.25,1.3333333333333333,78
10137,1.0,1.0,74
10138,1.2,1.3,90
10139,0.95,1.6,82
10140,1.0,1.0,67
10141,0.8333333333333334,1.4333333333333333,54
10142,1.2,1.2,78
10143,1.0,2.0,61
10144,0.8722222222222222,1.6333333333333333,107
10145,1.7,1.9,28
10146,1.0,1.0,63
10147,1.0,1.0,110
10148,1.0,1.0,54
10149,1.1090909090909091,1.446969696969697,67
10150,1.22,1.3800000000000001,66
10151,1.45,1.4,72
10152,1.0,1.1,50
10153,1.0,1.0,33
10154,1.0,1.0,80
10155,1.0,1.0,50
10156,1.0,1.0,48
10157,1.0,1.0,45
10158,1.4166666666666667,1.5,93
10159,1.2,1.2,26
10160,1.0,1.0,59
10161,1.0,1.5,62
10162,1.0,1.0,87
10163,1.0,1.0,52
10164,1.5,1.5,46
10165,1.2142857142857142,1.4285714285714286,69
10166,1.0,1.0,16
10167,0.6666666666666667,1.6666666666666665,76
10168,1.1681818181818182,1.4772727272727273,51
10169,1.2,1.5,38
10170,1.0,1.0,57
10171,0.95,1.1,116
10172,1.7,1.9,52
10173,1.5,1.2,68
10174,1.0,1.0,59
10175,1.0,1.0,97
10176,1.0,1.0,50
10177,1.1,1.2,71
10178,1.1363636363636362,1.4545454545454546,58
10179,1.1363636363636362,1.4545454545454546,21
10180,0.8,1.4,41
10181,1.0,1.0,61
10182,1.0,1.0,46
10183,1.0,1.0,70
10184,0.95,1.05,81
10185,0.5,2.0,101
10186,0.875,1.375,78
10187,1.0,1.0,51
10188,1.0,1.0,63
10189,1.0,1.0,74
10190,0.8,1.6,81
10191,1.0,1.0,63
10192,0.875,1.3,66
10193,1.1363636363636362,1.4545454545454546,72
10194,1.0,1.0,58
10195,1.0,1.0666666666666667,60
10196,1.5,1.9,84
10197,1.25,1.5,73
10198,0.5,2.0,71
10199,1.0,1.0,51
10200,1.8,1.75,66
10201,1.0,1.0,33
10202,1.0666666666666667,1.3555555555555556,83
10203,0.2857142857142857,1.8571428571428572,62
10204,1.0,1.0,28
10205,1.0,1.0,63
10206,1.0,1.0,68
10207,1.0,1.0,33
10208,0.9,1.5,72
10209,0.7,1.4,50
10210,1.0,1.0,69
10211,1.5,2.0,70
10212,1.5,1.5,71
10213,1.25,1.3333333333333333,73
10214,1.0,1.0,117
10215,1.4,1.8,61
10216,0.5999999999999999,1.6,27
10217,1.5,1.6,67
10218,1.05,1.65,78
10219,0.875,1.1166666666666667,64
10220,1.3,1.7,65
10221,1.0,1.0,19
10222,1.0,1.0,110
10223,1.0,1.0,51
10224,1.25,1.3333333333333333,32
10225,1.0,1.0,48
10226,1.0,1.0,55
10227,0.7,1.6,62
10228,1.0,1.0,33
10229,1.0375,1.125,68
10230,0.875,1.375,77
